"","Metabolite","Taxa","Correlation","Pvalue","Group","AdjPvalue","Significance"
"1","Enterococcus","Capric_acid",0.136386082587039,0.395173136463165,"1",0.395173136463165,""
"2","Enterococcus","Butyric_acid",0.112578707897903,0.483430644977958,"1",0.483430644977958,""
"3","Enterococcus","L_Leucine",0.0003425554152652,0.998304025750327,"1",0.998304025750327,""
"4","Enterococcus","L_Valine",-0.0306025955896773,0.849358738486341,"1",0.849358738486341,""
"5","Enterococcus","L_Isoleucine",0.0389660833179667,0.808872811572835,"1",0.808872811572835,""
"6","Enterococcus","Propionic_acid",0.304556319862996,0.0528584918248433,"1",0.0528584918248433,""
"7","Enterococcus","Propylene_glycol",0.170867662302889,0.285461282234801,"1",0.285461282234801,""
"8","Enterococcus","Isopropyl_alcohol",0.298436511827813,0.058056181567364,"1",0.058056181567364,""
"9","Enterococcus","Valeric_acid",0.279742081494239,0.0764967362738862,"1",0.0764967362738862,""
"10","Enterococcus","L_Lactic_acid",0.0277816998648916,0.863106147800276,"1",0.863106147800276,""
"11","Enterococcus","L_Alanine",-0.0662318197252742,0.680758939453298,"1",0.680758939453298,""
"12","Enterococcus","L_Lysine",0.206553294156722,0.195075457926459,"1",0.195075457926459,""
"13","Enterococcus","Acetic_acid",0.443299797386032,0.00369819076363397,"1",0.00369819076363397,"**"
"14","Enterococcus","Aminopentanoic_acid",-0.0400393858469762,0.803710278132638,"1",0.803710278132638,""
"15","Enterococcus","L_Glutamic_acid",-0.0143966711048915,0.928813772371447,"1",0.928813772371447,""
"16","Enterococcus","Succinic_acid",0.143612073352296,0.370368170369161,"1",0.370368170369161,""
"17","Enterococcus","beta_Alanine",0.251911950441653,0.112086475404829,"1",0.112086475404829,""
"18","Enterococcus","Methylamine",0.159952741190339,0.317807087791286,"1",0.317807087791286,""
"19","Enterococcus","L_Aspartic_acid",0.182310958985664,0.253931772829871,"1",0.253931772829871,""
"20","Enterococcus","Sarcosine",0.0898420572472331,0.576427141774215,"1",0.576427141774215,""
"21","Enterococcus","Trimethylamine",-0.0569542122620133,0.723568063598293,"1",0.723568063598293,""
"22","Enterococcus","L_Asparagine",0.324929230122874,0.0381872855875432,"1",0.0381872855875432,"*"
"23","Enterococcus","Malonic_acid",-0.237056421473678,0.135614130952919,"1",0.135614130952919,""
"24","Enterococcus","Choline",-0.060817883701723,0.705630158928733,"1",0.705630158928733,""
"25","Enterococcus","Betaine",-0.102189524913693,0.524929921863538,"1",0.524929921863538,""
"26","Enterococcus","Taurine",-0.354112352086174,0.023118894019373,"1",0.023118894019373,"*"
"27","Enterococcus","Phenylacetic_acid",0.186368208864233,0.243335398181881,"1",0.243335398181881,""
"28","Enterococcus","Glycine",0.0646855566559186,0.687829770480934,"1",0.687829770480934,""
"29","Enterococcus","Glycerol",0.0945344800121758,0.556588978030211,"1",0.556588978030211,""
"30","Enterococcus","D_Fructose",0.261729344626337,0.0983278507964641,"1",0.0983278507964641,""
"31","Enterococcus","L_Proline",0.163871041833031,0.305939865847106,"1",0.305939865847106,""
"32","Enterococcus","Lactulose",-0.267304994897205,0.0911131174480327,"1",0.0911131174480327,""
"33","Enterococcus","D_Glucose",0.210700021548066,0.186062596678698,"1",0.186062596678698,""
"34","Enterococcus","Galactose",-8.39535098377109e-06,0.999958435018838,"1",0.999958435018838,""
"35","Enterococcus","Sucrose",-0.367353313658177,0.0181403561541221,"1",0.0181403561541221,"*"
"36","Enterococcus","Uracil",0.248190422976779,0.117666966355559,"1",0.117666966355559,""
"37","Enterococcus","Fumaric_acid",0.0513924092767137,0.749645923978841,"1",0.749645923978841,""
"38","Enterococcus","Deoxyuridine",-0.0224968573442546,0.888965833482214,"1",0.888965833482214,""
"39","Enterococcus","Dihydroxybenzeneacetic_acid",0.224446649314862,0.158307018680248,"1",0.158307018680248,""
"40","Enterococcus","L_Tyrosine",-0.00424077010450525,0.979006478308995,"1",0.979006478308995,""
"41","Enterococcus","Gallic_acid",-0.0163732372780628,0.919070708684174,"1",0.919070708684174,""
"42","Enterococcus","L_Histidine",-0.248847990436841,0.116665994109946,"1",0.116665994109946,""
"43","Enterococcus","p_Cresol",-0.223077745378271,0.160927382140551,"1",0.160927382140551,""
"44","Enterococcus","L_Phenylalanine",-0.21479045584423,0.177465811819305,"1",0.177465811819305,""
"45","Enterococcus","L_Tryptophan",-0.186626546959341,0.242670961832014,"1",0.242670961832014,""
"46","Enterococcus","Xanthine",-0.00956921524984819,0.952650012861077,"1",0.952650012861077,""
"47","Enterococcus","Hypoxanthine",0.0931800866840312,0.562281990311435,"1",0.562281990311435,""
"48","Enterococcus","Formic_acid",0.439142774813557,0.0040731922084283,"1",0.0040731922084283,"**"
"49","Enterococcus","Nicotinic_acid",0.205714869601423,0.196934519656808,"1",0.196934519656808,""
"50","Enterococcus","Two_FL",0.0168609196056621,0.916668522004334,"1",0.916668522004334,""
"51","Enterococcus","Three_SL",-0.223316858990364,0.16046741479619,"1",0.16046741479619,""
"52","Enterococcus","Six_SL",-0.298821073462921,0.0577179884792783,"1",0.0577179884792783,""
"53","Enterococcus","LDNDFH",0.140105877405574,0.382285763090941,"1",0.382285763090941,""
"54","Enterococcus","LNFP1",-0.281516291481139,0.0745707278843515,"1",0.0745707278843515,""
"55","Enterococcus","LNFP3",0.260685692811636,0.0997257067532829,"1",0.0997257067532829,""
"56","Enterococcus","LNnT",-0.221204898320345,0.164563202844424,"1",0.164563202844424,""
"57","Enterococcus","LNT",-0.00847410746344816,0.958063671201033,"1",0.958063671201033,""
"58","Enterococcus","Three_FL",0.157831686082755,0.324350319697666,"1",0.324350319697666,""
"59","Enterococcus","LDFT",0.143112653548865,0.372052021723836,"1",0.372052021723836,""
"60","Enterococcus","LSTa",0.0121804470280879,0.939750319682493,"1",0.939750319682493,""
"61","Enterococcus","LSTb",-0.257435291233311,0.104176938626401,"1",0.104176938626401,""
"62","Enterococcus","LSTc",0.066916428857452,0.677636871031472,"1",0.677636871031472,""
"63","Enterococcus","Methyl",-0.00245048967364202,0.987868192076025,"1",0.987868192076025,""
"64","Staphylococcus","Capric_acid",-0.065180229573859,0.685564815247774,"1",0.685564815247774,""
"65","Staphylococcus","Butyric_acid",-0.0546010685719544,0.734565679993675,"1",0.734565679993675,""
"66","Staphylococcus","L_Leucine",-0.404284043128428,0.00875194759336931,"1",0.00875194759336931,"**"
"67","Staphylococcus","L_Valine",-0.0794345961240415,0.621531223332264,"1",0.621531223332264,""
"68","Staphylococcus","L_Isoleucine",-0.195681910464814,0.220152588318499,"1",0.220152588318499,""
"69","Staphylococcus","Propionic_acid",0.242690559054062,0.12629421487691,"1",0.12629421487691,""
"70","Staphylococcus","Propylene_glycol",0.0992671635622043,0.53691065677151,"1",0.53691065677151,""
"71","Staphylococcus","Isopropyl_alcohol",0.344079068940429,0.0276093020187945,"1",0.0276093020187945,"*"
"72","Staphylococcus","Valeric_acid",0.0632927103547406,0.694221602435646,"1",0.694221602435646,""
"73","Staphylococcus","L_Lactic_acid",0.0296243748148592,0.85412124817562,"1",0.85412124817562,""
"74","Staphylococcus","L_Alanine",-0.211035235039088,0.185347160267078,"1",0.185347160267078,""
"75","Staphylococcus","L_Lysine",0.145789263622769,0.363080804444308,"1",0.363080804444308,""
"76","Staphylococcus","Acetic_acid",-0.147991994494987,0.35579640636435,"1",0.35579640636435,""
"77","Staphylococcus","Aminopentanoic_acid",-0.237744816756227,0.134448791731386,"1",0.134448791731386,""
"78","Staphylococcus","L_Glutamic_acid",-0.0187271955408095,0.907482701768803,"1",0.907482701768803,""
"79","Staphylococcus","Succinic_acid",-0.201691987219592,0.206027939492817,"1",0.206027939492817,""
"80","Staphylococcus","beta_Alanine",-0.250991913772825,0.113447046464482,"1",0.113447046464482,""
"81","Staphylococcus","Methylamine",-0.456853620008115,0.00267657303165453,"1",0.00267657303165453,"**"
"82","Staphylococcus","L_Aspartic_acid",0.0217075356469695,0.892838557223782,"1",0.892838557223782,""
"83","Staphylococcus","Sarcosine",0.28855175483428,0.0673053697338226,"1",0.0673053697338226,""
"84","Staphylococcus","Trimethylamine",-0.258278155572524,0.103008388281195,"1",0.103008388281195,""
"85","Staphylococcus","L_Asparagine",-0.128895805770334,0.421876074708331,"1",0.421876074708331,""
"86","Staphylococcus","Malonic_acid",-0.276239364551256,0.0804133868635339,"1",0.0804133868635339,""
"87","Staphylococcus","Choline",0.106820842165772,0.506216431571774,"1",0.506216431571774,""
"88","Staphylococcus","Betaine",0.343916459948372,0.0276876368439937,"1",0.0276876368439937,"*"
"89","Staphylococcus","Taurine",0.125339697737428,0.434900891266184,"1",0.434900891266184,""
